Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month
158,8,-1.3,54,0.6,1597,-9.4,0.06,0,0,2
159,0,-6.3,54,1.4,1990,-14.1,0,0,0,1
159,6,0.8,45,0.7,1268,-9.8,0,0,0,1
159,1,-5.2,56,0.9,1973,-12.6,0,0,0,2
159,1,-4.8,44,1.1,1432,-15.2,0,0,0,2
159,6,-4,34,3.4,2000,-17.5,0,0,0,2
159,7,0.1,43,1.4,1502,-11,0,0,0,3
159,7,0.9,54,0.8,2000,-7.3,0.11,0,0,4
160,0,-4.3,38,1.4,2000,-16.5,0,0,0,1
160,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5,1
160,12,-1,35,2.7,1921,-14.5,0.64,0,3,1
160,10,-6.3,46,1.3,1346,-16,1.01,0,0,2
160,23,-0.3,35,2.1,1577,-13.9,0,0,0,2
160,9,0.1,78,4.9,615,-3.2,0.09,0,0,3
160,5,12.1,47,1.6,2000,1.1,0,0,0,5
161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,2
161,6,-2.7,72,0.5,1253,-7,0,0,0,2
161,0,8.5,87,0.9,303,6.4,0,0,0,3
161,2,5.4,66,0.6,623,-0.4,0,0,0,3
161,4,11.7,64,1.6,1578,5.1,0,0,0,5
161,5,17.4,86,1.1,1820,15,0,0.5,0,6
162,1,-3.9,51,0.2,1535,-12.5,0,0,0,1
162,21,-12.4,51,2.2,1992,-20.4,0,0,0,1
162,18,-6.6,31,3,1988,-20.9,0.06,0,0,1
162,1,-2.2,31,1.1,1970,-17,0,0,0,2
162,2,19.2,69,1.3,2000,13.3,0,0,0,6
162,5,19.1,97,1.2,402,18.6,0,0,0,6
163,1,2.9,51,0.8,1119,-6.2,0,0,0,3
163,2,8.3,70,0.8,394,3.1,0,0,0,3
163,4,10.4,73,1.7,801,5.7,0,0,0,3
163,5,16.9,73,1.6,1275,12,0,0,0,4
163,5,7,85,0.8,2000,4.6,0,0,0,5
163,15,21.1,72,2.7,663,15.8,0.31,0.1,0,5
164,23,0.8,53,1.7,382,-7.7,0,0,0,1
164,7,-15.9,30,3,2000,-29.5,0,0,0.9,1
164,23,-7.6,50,1,1839,-16.2,0,0,0,2
164,6,-2.1,82,1.8,381,-4.7,0,0,0,2
164,3,7.8,49,1,1975,-2.2,0,0,0,4
164,3,7.9,45,0.7,1770,-3.3,0,0,0,4
164,22,9.6,90,1.9,2000,8,0,0,0,4
164,4,20.2,78,0.7,884,16.2,0,0,0,6
164,2,19.6,97,2.6,201,19.1,0,0.4,0,6
165,22,-9.7,51,2.8,2000,-17.9,0,0,0,1
165,6,0,33,0.4,2000,-14.3,0,0,0,1
165,7,-16.2,33,2.2,2000,-28.7,0,0,0.7,1
165,12,-8.3,32,1.8,1295,-22.1,1.99,0,0,2
165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,2
165,18,1.4,56,3.2,1932,-6.4,0.22,0,0,2
165,6,5.2,60,1.9,430,-1.9,0,0,0,2
165,10,3.6,88,2.6,681,1.7,0.44,0,0,3
165,2,5.1,44,3.4,2000,-6.1,0,0,0,3
165,3,13,0,0.8,2000,-2.5,0,0,0,5
166,22,-4.2,67,1.6,503,-9.4,0,0,0,1
166,11,-8.1,24,3.6,1761,-25.1,0.91,0,0,1
166,13,-6.9,23,4.6,1963,-24.6,1.28,0,0,1
166,19,0.1,21,2.9,2000,-19.7,0,0,0,2
166,4,13.6,67,1.6,521,7.5,0,0,0,4
166,4,11.4,78,1.8,362,7.6,0,0,0,4
166,5,18,85,0.8,346,15.4,0,0,0,5
166,3,22.6,89,0.7,327,20.6,0,0.8,0,5
167,19,-3.3,76,0.8,633,-6.9,0,0,0,1
167,19,-0.1,88,3.2,582,-1.8,0,0,1,1
167,3,9.9,27,1.3,2000,-8.2,0,0,0,4
167,3,11.9,95,1.5,180,11.1,0,0,0,5
167,4,18.3,84,0.9,409,15.5,0,0,0,5
168,22,-1.3,48,0.8,1927,-10.9,0,0,0,1
168,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5,1
168,1,-6.5,45,0.5,1964,-16.4,0,0,0,1
168,22,-4.3,81,0.4,435,-7,0,0,0,1
168,14,-5.7,23,4.5,1956,-23.5,1.25,0,0,1
168,10,-5,41,0.5,1799,-16.2,0.64,0,1.5,2
168,9,-9.4,47,3.3,1995,-18.6,0.42,0,0.3,2
168,5,11.4,60,0.4,851,3.8,0,0,0,4
169,11,0.1,27,2.2,1874,-16.7,0.84,0,0,1
169,23,-3.2,50,0.8,1429,-12.1,0,0,0,1
169,14,-10.4,30,4.3,2000,-24.6,1.22,0,1,1
169,13,-7,25,4.2,1999,-23.7,2.29,0,0,2
169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,2
169,22,-11.1,43,1.8,1960,-21.2,0,0,0,2
169,2,1.9,71,1.5,584,-2.8,0,0,0,2
169,13,3.5,17,3.2,1971,-19.3,2.2,0,0,2
169,19,-1.5,32,2.5,2000,-16,0,0,0,2
169,7,12.5,62,0.4,1003,5.4,0,0,0,4
170,1,-5.1,51,1.5,1550,-13.6,0,0,0,1
170,23,-0.4,32,0.6,2000,-15.1,0,0,0,1
170,18,1.1,96,3,187,0.5,0,3.3,1,1
170,22,-3.2,81,3.9,492,-6,0,0,1,1
170,17,-10.9,32,4,2000,-24.4,0.28,0,0.5,1
170,10,-7.5,42,0.9,1705,-18.2,0.55,0,0,1
170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,2
170,11,0.1,22,2,2000,-19.1,1.84,0,0,2
170,3,12.7,80,0.4,384,9.3,0,0,0,3
170,21,2.8,88,2.1,592,1,0,0,0,4
170,5,9.9,69,1.1,808,4.4,0,0,0,4
170,3,18.5,82,0.8,342,15.3,0,0,0,5
170,5,14.2,85,0.5,1412,11.7,0,0,0,5
170,4,16.1,74,0.8,440,11.4,0,0,0,5
171,0,3,60,0.5,842,-4,0,0,0,1
171,0,-0.2,30,0.4,2000,-15.7,0,0,0,1
171,19,-13.2,33,2.4,1863,-26.1,0,0,0.3,1
171,13,-0.8,39,2.6,1853,-13,0.54,0,2.8,1
171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,2
171,0,-1.4,28,3.4,1990,-17.6,0,0,0,2
171,2,4.7,78,1.5,466,1.1,0,0,0,3
172,22,-12.9,52,2.8,2000,-20.7,0,0,0,1
172,22,-8.8,40,3,1985,-19.9,0,0,0,1
172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,2
172,1,-0.5,76,1.6,402,-4.2,0,0,0,2
172,6,11.7,95,0.7,2000,10.9,0,2,0,4
172,4,19.4,56,1.2,1752,10.3,0,0,0,6
173,14,-7.2,28,2.3,1990,-22.6,1.14,0,0,1
173,15,-1.6,55,2.5,1891,-9.4,0.64,0,0,1
173,9,-0.3,48,1.1,1394,-10,0.43,0,0,2
173,23,-0.3,58,1,1945,-7.5,0,0,0,2
173,2,1.5,86,2.5,782,-0.5,0,0,0,3
174,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,1
174,11,-0.5,64,0.7,537,-6.4,0.49,0,0,1
174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,2
174,12,1.7,20,3,1983,-18.9,2.28,0,0,2
174,7,-0.1,97,0.5,179,-0.5,0,0,3.8,2
174,2,5.2,54,1.3,516,-3.3,0,0,0,2
174,3,5.5,57,1.1,1079,-2.3,0,0,0,3
174,5,17.6,0,0.8,1304,9.7,0,0,0,5
174,4,18.3,72,1.7,2000,13.1,0,0,0,6
175,18,-6.6,36,4.4,2000,-19.2,0.15,0,0,2
175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,2
175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,2
175,21,-10.6,39,3.1,2000,-21.9,0,0,0,2
175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,2
175,9,19.1,96,0.6,273,18.4,0.17,1.5,0,6
176,2,-5.5,56,1.4,1285,-12.9,0,0,0,1
176,11,-7,28,3.3,1829,-22.4,1.56,0,0,2
176,2,0.9,35,0.5,1856,-12.8,0,0,0,3
177,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3,1
177,20,-11.6,49,1.8,1953,-20.1,0,0,0,1
177,13,-8.2,29,2,1920,-23.1,1.19,0,0,1
177,15,-6.5,26,2.4,1987,-22.8,0.96,0,0,1
177,1,-0.8,58,0.4,400,-8,0,0,0,1
177,15,-5.2,27,4.5,1927,-21.3,1.06,0,0,1
177,14,-7.4,33,4,1713,-20.9,2.17,0,0,2
177,21,-9.8,41,3.9,1949,-20.6,0,0,0,2
177,0,0,75,2.3,394,-3.9,0,0,0,2
177,22,2.7,88,2,621,0.9,0,0,0,4
178,2,-3.7,42,0.9,2000,-14.7,0,0,0,1
178,13,-8.6,41,3.4,1593,-19.5,1.2,0,0,1
178,12,-9.6,27,2,1945,-25.1,1.17,0,0,1
178,20,-12.5,52,3,2000,-20.3,0,0,0.9,1
178,19,-12.7,33,3.7,2000,-25.6,0,0,0.5,1
178,17,-3.8,32,5.2,2000,-18.1,0.25,0,0,1
178,23,-2.6,69,2,1434,-7.5,0,0,0,2
178,0,-4.6,38,0.1,1551,-16.7,0,0,0,2
178,0,2,65,2.2,1885,-3.9,0,0,0,2
178,2,6.7,72,2.1,2000,1.9,0,0,0,3
178,6,6.1,96,2.1,798,5.5,0,0,0,4
178,1,15.1,97,1.7,173,14.6,0,0.2,0,5
179,10,-1.8,40,1.8,1555,-13.6,0.48,0,0,1
179,16,-8.2,39,2.8,1807,-19.7,0.63,0,0,1
180,12,-11.3,27,3.7,1955,-26.6,1.18,0,1,1
180,2,2,97,1,580,1.5,0,0,0,3
180,5,10.2,73,0.8,1137,5.5,0,0,0,4
181,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,1
181,20,-0.8,85,2.9,836,-3,0,0,1,1
181,15,-9.7,32,3.6,2000,-23.3,1.04,0,1,1
181,16,-10.1,34,4.3,2000,-23,0.74,0,1,1
181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,2
181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,2
181,1,18.2,71,1.6,1328,12.8,0,0,0,5
182,21,-7.7,42,2.9,1905,-18.4,0,0,0,1
182,0,-2.5,69,2.2,1366,-7.4,0,0,0,2
182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,2
182,0,-1.1,44,1.2,1741,-11.8,0,0,0,2
182,23,2.9,85,0.9,829,0.6,0,0,0,4
182,3,7.8,49,1.4,1972,-2.2,0,0,0,4
182,5,15.7,76,0.6,330,11.4,0,0,0,5
182,11,20.4,98,0.9,300,20,0.25,2.5,0,5
182,5,15.7,0,0.6,1610,10.6,0,0,0,5
183,1,3.3,64,0.4,339,-2.8,0,0,0,1
183,22,-10.3,43,3.7,1876,-20.5,0,0,0,2
183,12,-1.3,17,1.5,1998,-23.2,2.28,0,0,2
183,11,0,20,0.8,1975,-20.3,1.05,0,0,2
183,6,0.6,50,0.4,985,-8.6,0,0,0,2
183,3,6.4,83,2.3,1158,3.7,0,0,0,4
183,4,10.3,63,0.7,1277,3.5,0,0,0,4
183,6,9.5,65,1,1325,3.2,0.01,0,0,4
184,0,-4.3,52,1.6,1247,-12.7,0,0,0,1
184,21,-7.4,33,1.4,2000,-20.9,0,0,0,1
184,11,-11.7,27,4,1935,-26.9,0.94,0,1,1
184,1,-2.3,71,3.2,1078,-6.8,0,0,0,2
184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,2
184,10,2.2,83,0.8,221,-0.3,0.92,0,3.7,2
184,8,3.6,88,2.3,2000,1.7,0.03,0,0,3
184,15,2.2,85,1.3,2000,0,0.41,0.5,0,3
184,3,10.3,68,0.7,887,4.6,0,0,0,3
184,6,12.3,67,0.5,483,6.3,0,0,0,4
185,1,6.3,87,1.8,153,4.2,0,0,0,3
185,5,14.8,63,0.7,492,7.8,0,0,0,4
185,4,14.4,85,0.8,1437,11.9,0,0,0,5
185,12,16.6,96,0.8,430,15.9,0.34,0,0,5
185,3,17.1,56,0.4,1583,8.2,0,0,0,5
186,23,-3.8,35,2.3,2000,-17,0,0,0,1
186,8,-6.5,62,1.1,1503,-12.5,0,0,0,1
186,22,-6.9,39,1.6,2000,-18.5,0,0,0,1
186,12,-7.3,23,3.8,1903,-24.9,1.17,0,0,1
186,5,9.2,63,0.8,1896,2.5,0,0,0,5
186,15,22.8,95,1.6,294,21.9,0.11,0.5,0,5
187,12,-8.6,40,2.6,1700,-19.8,1.11,0,0,1
187,14,-7.4,38,3.3,1718,-19.3,1.15,0,0,1
187,21,-1.8,85,2.9,590,-3.9,0,0,1,1
187,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6,1
187,16,-2.1,27,4,2000,-18.6,0.52,0,0,1
187,10,-4.1,43,1.2,1187,-14.8,0.59,0,0,2
187,23,-0.6,39,1.3,1731,-12.8,0,0,0,2
187,4,18,85,0.3,275,15.4,0,0,0,5
187,3,10.5,59,1,2000,2.8,0,0,0,5
187,8,18.9,97,1.2,492,18.4,0.06,11.5,0,6
188,10,1.4,81,2.1,255,-1.5,0.21,0,0,1
188,22,-4.2,48,1,2000,-13.5,0,0,1.6,1
188,12,-6,24,2.6,1964,-23.3,1.97,0,0,2
188,8,1.6,82,1.3,349,-1.1,0.01,0,0,2
188,1,0.8,67,0.8,2000,-4.6,0,0,0,3
188,3,11.3,61,0.3,934,4,0,0,0,4
188,4,14.8,71,0.4,700,9.5,0,0,0,5
188,4,14.8,85,0.7,478,12.2,0,0,0,5
189,23,-3.6,50,1.9,1284,-12.5,0,0,0,1
189,20,-2.1,41,1.1,1578,-13.6,0,0,0,1
189,7,-15.1,45,0.9,2000,-24.4,0,0,0,1
189,10,-1.3,37,0.8,1070,-14.1,0.47,0,0,1
189,13,-11,27,4,1959,-26.3,1.26,0,1,1
189,13,-6.6,27,2.1,1889,-22.5,1.24,0,0.3,1
189,12,-3.5,26,2.5,1756,-20.2,1.07,0,0,1
189,16,3.3,38,3.8,1921,-9.6,1.33,0,0,2
189,1,-1.4,43,0.6,1791,-12.3,0,0,0,2
189,2,14.5,97,2.9,359,14,0,0.1,0,5
190,10,-4.8,57,3,1559,-12,0.47,0,0.5,1
190,1,3.2,72,1.9,306,-1.3,0,0,0,1
190,15,-6.4,30,4.9,1939,-21.1,1.89,0,0,2
190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,2
190,18,1.1,18,2.5,2000,-20.6,0.2,0,0,2
190,1,-2.2,58,1,2000,-9.3,0,0,0,2
190,22,-3.6,52,3.7,1277,-12,0,0,0,3
190,23,-4,52,3.4,1272,-12.4,0,0,0,3
190,5,12.2,52,2.3,1961,2.6,0,0,0,5
190,6,11.6,46,0.8,2000,0.3,0.05,0,0,5
191,8,0.3,63,0.4,1140,-5.9,0,0,0,1
191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,2
191,22,-0.3,34,1.6,1981,-14.2,0,0,0,2
191,10,0.1,53,5.3,1022,-8.3,1.12,0,0,3
191,2,2.2,49,1.9,2000,-7.4,0,0,0,4
191,4,18.1,88,1.8,458,16,0,0,0,6
192,0,-3.8,48,0.7,1574,-13.2,0,0,0,1
192,9,-15.8,27,3.4,2000,-30.5,0.2,0,0.9,1
192,15,-3.7,26,2.2,1739,-20.4,1.04,0,0,1
192,12,-6,38,3.4,1930,-18,2.04,0,0,2
192,4,14.9,35,0.8,2000,-0.4,0,0,0,4
193,15,-5.3,33,4.8,2000,-19,0.99,0,0.3,1
193,14,-4.1,25,2,1730,-21.2,1.2,0,0.2,1
193,20,-9.6,34,2.6,2000,-22.5,0,0,0,2
193,23,2,70,0.7,689,-2.9,0,0,0,2
193,13,-0.4,15,2.4,1938,-23.9,2.46,0,0,2
193,7,0.5,64,0.8,2000,-5.5,0.01,0,0,3
193,5,17.1,66,0.3,1370,10.6,0,0,0,6
193,4,21,72,0.8,677,15.7,0,0,0,6
194,11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4,2
194,1,2.8,46,2,1709,-7.6,0,0,0,3
194,3,15.6,63,1.7,2000,8.5,0,0,0,5
194,4,18.8,60,1,2000,10.8,0,0,0,6
195,16,-3.7,25,2.6,1839,-20.9,0.74,0,0,1
195,16,-5.5,28,4.3,1926,-21.1,0.78,0,0,1
195,11,-7.7,41,4.6,1984,-18.7,1.65,0,0.2,2
195,23,-4.3,44,0.7,1247,-14.7,0,0,0,2
195,0,-2.7,58,1.7,2000,-9.8,0,0,0,2
195,10,2.1,42,1.1,1564,-9.5,1.12,0,0,2
195,6,2.5,71,1.1,1055,-2.2,0,0,0,3
195,2,6,82,1.3,198,3.1,0,0,0,3
196,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2,1
196,9,-14.9,40,1.2,1999,-25.5,0.16,0,0,1
196,16,-5.8,21,1.1,2000,-24.6,0.66,0,0,1
196,22,2.8,60,0.6,829,-4.2,0,0,0,1
196,0,-0.3,60,1.9,340,-7.1,0,0,0,1
196,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3,1
196,14,-5,31,4,2000,-19.5,2.18,0,0,2
196,14,4.2,18,3.3,1976,-18,2.25,0,0,2
196,13,4,64,2,1834,-2.2,0.75,0,0,3
197,23,-5.9,54,0.8,1968,-13.7,0,0,0,1
197,10,-6.4,43,1,1872,-16.9,0.43,0,0,1
197,20,-7.4,41,3.8,2000,-18.4,0,0,0,1
197,0,1.5,71,1.1,590,-3.1,0,0,0,2
197,2,3.7,82,1.6,229,0.9,0,0,0,2
197,3,5,51,0.8,659,-4.3,0,0,0,3
197,0,3.2,84,0.6,785,0.7,0,0,0,4
198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,2
198,7,4,54,0.9,587,-4.4,0.01,0,0,3
198,5,10.4,71,1.1,2000,5.3,0,0,0,5
198,5,14.4,73,0.4,978,9.6,0,0,0,5
199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,2
199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,2
199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,2
199,5,11.9,93,0.8,241,10.7,0,0,0,5
199,4,21.8,82,0.7,702,18.5,0,0,0,6
199,20,24.1,94,4.5,214,23,0,0.5,0,6
200,22,-6.8,50,1.7,1856,-15.5,0,0,0,2
200,22,-4.2,57,1.7,2000,-11.4,0,0,0,2
200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,2
200,5,15,64,1.6,2000,8.2,0,0,0,5
200,5,11.9,0,1.3,2000,-2.7,0,0,0,5
201,5,14.3,75,0.6,635,9.9,0,0,0,5
202,0,-4.7,52,1.8,1611,-13,0,0,0,1
202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,2
202,23,2.9,63,2.6,1253,-3.4,0,0,0,2
202,3,20.5,77,0.5,865,16.3,0,0,0,6
203,21,-0.9,44,1.2,1871,-11.6,0,0,0,1
203,7,-12.3,59,2.3,1738,-18.6,0,0,0,1
203,17,-11.8,26,3.5,2000,-27.4,0.39,0,0.7,1
203,8,0,77,2.8,289,-3.5,0.06,0,0,2
203,2,16.5,68,1.3,1724,10.5,0,0,0,3
203,15,8.6,88,3.2,1211,6.7,0.17,0,0,4
203,5,9.5,65,0.9,2000,3.2,0,0,0,5
203,19,24.2,94,4.7,242,23.1,0.03,1.5,0,6
204,10,-3.5,39,2,1946,-15.4,0.54,0,0,1
204,0,3.5,62,0.4,382,-3.1,0,0,0,1
204,12,13.3,97,2.9,771,12.8,0.19,2,0,3
204,4,19.8,60,1.9,1364,11.8,0,0,0,5
205,16,-4.2,31,3.5,1974,-18.8,1.42,0,0,2
205,4,12.8,44,0.8,2000,0.8,0,0,0,5
205,5,11.3,64,1.2,1634,4.7,0,0,0,5
206,0,-3.2,40,0.5,1358,-14.9,0,0,0,1
206,20,-0.3,40,1.2,1936,-12.2,0,0,0,1
206,13,-2.4,22,2.5,1866,-21.2,1.16,0,0,1
206,20,-9.1,35,3.8,2000,-21.7,0,0,0,2
206,7,1.9,51,4.9,1297,-7.1,0.07,0,0,4
206,3,8.6,53,1.5,1185,-0.4,0,0,0,4
206,3,7.1,60,0.3,2000,-0.1,0,0,0,4
206,11,18,85,1.1,411,15.4,0.45,0,0,5
206,3,17.5,87,0.5,1995,15.3,0,0,0,6
207,19,-1.2,37,1.2,1663,-14,0,0,0,1
207,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4,1
207,20,-8.9,41,2.3,2000,-19.7,0,0,0,1
207,1,1.2,64,0.7,455,-4.8,0,0,0,1
207,1,0,43,1.7,1250,-11.1,0,0,0,1
207,22,-0.3,32,0.7,2000,-15,0,0,0,1
207,17,-4.6,26,1.9,2000,-21.2,0.39,0,0,1
207,8,6.7,94,2.7,1127,5.7,0.05,2,0,4
207,4,15,61,0.8,867,7.5,0,0,0,5
208,10,-1.4,50,1.9,1355,-10.5,0.38,0,0,1
208,19,3.9,54,1.1,1102,-4.5,0,0,0,1
208,7,0.9,78,1.1,535,-2.5,0,0,0,3
208,4,17.9,59,1.3,1261,9.7,0,0,0,5
209,7,4.4,87,1,357,2.4,0,0,0,1
209,6,1.4,42,1.7,2000,-10.1,0,0,0,3
210,20,-7.9,31,1.4,2000,-22.1,0,0,0,1
210,20,3.5,55,1,1100,-4.7,0,0,0,1
210,15,-4.5,31,4.3,1979,-19.1,1.91,0,0,2
210,17,2.5,48,4.2,1979,-7.4,0.76,0,0,2
210,7,16.6,98,0.6,219,16.2,0.01,0.5,0,5
211,0,0.3,45,1.8,1154,-10.2,0,0,0,1
211,7,-12.5,41,4.5,2000,-23,0,0,1,1
211,19,-13.8,32,2.2,2000,-26.9,0,0,0.7,1
211,17,-5.6,32,4.6,2000,-19.7,0.53,0,0,2
211,23,2.4,59,3.2,2000,-4.8,0,0,0,2
211,9,3.7,85,1.8,2000,1.4,0.17,0,0,3
211,13,16.4,94,0.9,1947,15.4,0.78,0,0,5
212,13,-2.5,62,1.4,1087,-8.7,0.66,0,0,1
212,10,4.2,82,2.2,560,1.3,0.22,0,0,1
212,0,1.8,67,1.2,387,-3.6,0,0,0,1
212,10,4.3,58,0.5,401,-3.2,0.23,0,0,1
212,13,-2.4,28,3,1953,-18.4,2.35,0,0,2
212,21,-3,50,3.7,1301,-11.9,0,0,0,3
212,8,2.8,82,1.2,240,0,0.19,0,0,3
212,6,0.8,88,1,900,-0.9,0,0,0,3
212,23,15.1,83,4.1,1147,12.2,0,3,0,4
213,10,-5.6,38,2.9,1752,-17.6,0.55,0,0,1
213,21,3.1,58,0.4,936,-4.3,0,0,0,1
213,7,-12.7,41,3.7,1982,-23.2,0,0,0,2
213,1,1.3,67,1.2,1738,-4.1,0,0,0,2
213,20,0.6,33,1.9,2000,-13.8,0,0,0,2
213,1,2.1,44,0.9,1107,-8.9,0,0,0,2
213,0,9.8,86,1.3,2000,7.5,0,0,0,4
213,4,10.5,73,1.2,2000,5.8,0,0,0,5
214,21,-2.5,47,0.8,1495,-12.2,0,0,0,1
214,11,0.5,35,1.4,1558,-13.2,0.75,0,0,1
214,22,1.1,40,0.5,1305,-11,0,0,0,1
214,21,-9.4,47,2,2000,-18.6,0,0,0,1
214,7,-11.3,57,0.9,1984,-18.1,0,0,0,1
214,15,-0.5,30,2.3,1997,-15.9,0.45,0,2.2,1
214,7,-13.2,56,0.9,1665,-20.1,0,0,0,2
214,9,0.5,94,0.6,199,-0.3,0.37,0,3.7,2
214,6,-1,77,0.4,1578,-4.5,0,0,0,3
214,16,10.7,98,1.2,196,10.3,0.14,0,0,3
214,4,18.5,72,0.6,1168,13.3,0,0,0,6
215,14,-1.8,62,0.7,936,-8.1,0.55,0,0,1
215,0,2.7,73,1,290,-1.6,0,0,0,1
215,23,9.4,74,1.6,559,4.9,0,0,0,3
215,4,19.6,87,1.2,465,17.3,0,0,0,6
216,2,-0.9,65,0.6,1369,-6.6,0,0,0,1
216,11,1.9,25,1,1493,-16.1,0.78,0,0,1
216,16,-0.1,29,1.6,2000,-16,0.5,0,1.8,1
216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,2
216,18,-2,15,5.6,2000,-25.2,0.13,0,0,2
216,21,1.7,27,3.1,1734,-15.3,0,0,0,2
216,2,2.2,80,1.4,615,-0.8,0,0,0,3
216,6,18.3,71,0.9,2000,12.9,0,0,0,6
217,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5,1
217,15,-1.9,23,4.3,2000,-20.3,0.7,0,0,1
217,9,-10.8,34,2.9,1975,-23.6,0.17,0,0,1
217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,2
217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,2
218,18,0.8,34,1.9,1887,-13.3,0.01,0,0,1
218,22,-2.6,47,1.6,1492,-12.3,0,0,0,1
218,20,-5.8,44,2.1,1994,-16.1,0,0,0,2
218,22,0.3,33,4,1436,-14.1,0,0,0,2
218,23,0.5,73,1.5,465,-3.7,0,0,0,2
218,0,0.5,34,0.4,1889,-13.5,0,0,0,3
218,5,18.7,73,1.4,1065,13.7,0,0,0,6
219,17,-9.3,43,2.8,1900,-19.6,0.28,0,0,1
219,20,2.9,66,1.2,173,-2.8,0,0,0,1
219,22,0.1,32,0.9,1937,-14.6,0,0,0,2
220,21,2.1,48,2.8,346,-7.7,0,0,0,1
220,11,-4.5,29,1.3,1912,-19.8,0.79,0,0,1
220,2,9,63,2.1,2000,2.3,0,0,0,4
220,7,13.7,98,1.6,468,13.3,0.1,0,0,5
221,23,-4,48,1.5,1536,-13.4,0,0,0,1
221,9,-5.8,49,1.4,1728,-14.8,0.16,0,0,1
221,10,2.7,60,0.5,392,-4.3,0.18,0,0,1
221,10,1.1,31,0.7,1898,-14.1,0.25,0,0,1
221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,2
221,3,11.9,71,0.7,853,6.7,0,0,0,4
221,6,14,87,0.8,1334,11.8,0.01,0,0,5
222,1,-4.8,54,1.2,1219,-12.7,0,0,0,1
222,9,1.6,78,2,260,-1.8,0.17,0,0,2
222,1,4.8,80,1.3,583,1.6,0,0,0,3
222,0,3.5,46,1.1,1040,-7,0,0,0,3
222,6,4.4,61,1.7,2000,-2.4,0,0,0,3
223,18,-2.6,73,1,684,-6.7,0.01,0,0,1
223,19,3.5,66,1.7,187,-2.2,0,0,0,1
223,19,1.3,25,1.3,2000,-16.6,0,0,0,1
223,21,-6.3,48,2.2,1965,-15.5,0,0,0,2
223,10,1.8,73,2.8,270,-2.5,0.69,0,0,2
223,18,-0.3,17,1.9,2000,-22.4,0.2,0,0,2
223,23,-2.7,58,1.1,2000,-9.8,0,0,0,2
223,1,1.5,40,2.8,2000,-10.6,0,0,0,3
223,7,5.8,83,1.1,733,3.1,0.15,0,0,4
223,5,11.9,84,1.5,358,9.2,0,0,0,5
223,16,21.8,97,1.8,206,21.2,0.18,0,0,5
224,0,1.3,69,0.8,2000,-3.7,0,0,0,3
224,1,2.4,46,1.7,2000,-8,0,0,0,4
224,3,9.6,66,0.9,1685,3.5,0,0,0,5
225,12,1.5,20,2.8,1992,-19,1.03,0,0,1
225,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7,1
225,14,-1.5,20,3,1992,-21.6,1.09,0,0,1
225,13,-1.3,35,2,1893,-14.8,1.18,0,0,1
225,21,-2,61,1.7,1655,-8.5,0,0,0,2
225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,2
225,8,5,79,1.1,203,1.6,0.23,0,0,3
225,2,11.5,75,1.9,399,7.2,0,0,0,3
225,1,2.6,67,2.7,1053,-2.9,0,0,0,4
225,23,22,97,0.9,158,21.4,0,0,0,5
225,21,22.4,72,1.5,1816,17,0,0.1,0,6
